id	text	hate_type	hate_severity	to_whom
890488	বাংলা টাইগার্স বোর্ড কর্তাদের কে বলছি সাকিবকে ছাড়া আপনারা দল বানান অনেক ভালো হবে বাংলাদেশের আরো অনেক ভালো ভবিষ্যৎ প্লেয়ার আছে পাওয়ার হিটিং তরুণ ক্রিকেটার যেমন আফিফ শামীম মোসাদ্দেক নাঈম শেখ রনি তালুকদার এনামুল হক বিজয় শেখ মেহেদি সাইফুদ্দিন আরিফুল হক শরিফুল মোস্তাফিজ তানজিদ সাকিব এগুলা তো সব সব প্লেয়ার এগুলাকে নিয়ে দল করা বেছে নিন ভালো হবে	None	Little to None	None
17188	গালাগালি দেওয়া বাংলাদেশী গুলা কই	None	Little to None	None
484123	কুকি চিন দের গন কবর দেওয়া উচিত	Abusive	Mild	Community
856053	মাগি হত্তুন তুই একটা পালতু বেডি	Profane	Severe	Individual
169129	আওয়ামী লীগ এর শুধু একটা ব্যার্থতাকে যদি পাশে রাখি সেটা হলো মূল্যস্ফিতি নিয়ন্ত্রণ করতে না পারা গত ১৫ বছরে বাংলাদেশের চেহারাই পাল্টে দিছে শেখ হাসিনার মতো সাহসী নেতৃত্ব বলেই সম্ভব যতদিন শেখ হাসিনা আছে ততদিন সরকার পরিবর্তন না হওয়াই ভালো কারণ আর যারা আছে কেও সরকার গঠন করার মতো না বিএনপি তো একেবারেই না শালারা জনগণের কাছে না গিয়ে বিদেশিদের পা চেটে বেড়াচ্ছে	Political Hate	Mild	Organization
392040	নগদ অ্যাড এর মায়রে	Profane	Mild	Organization
924026	খেলা বোঝেন না উল্টাপাল্টা নিউজ করে বসে থাকেন হসারাঙগা কি বোলার হলো নাকি অর স্টোয়নিস যে খেলা খেলছে তাতে স্পিনার পেসার কোন বিষয় না স্যান্টানার শোদী রাশিদ খান মুজিব নবির বোলিং দেখে আসেন	Abusive	Mild	Organization
172249	ছাত্রলীগের ও পুলিশ মিলে এ হামলা করেছে	Abusive	Little to None	Community
913478	নরেন্দ্র মোদি স্টেডিয়াম এর ভার্সন	None	Little to None	None
762314	মুসলিম দেশ সমূহ এক হয়ে ইসরাইলের উপর হামলা করে ওদেরকে পৃথিবীর থেকে বিলুপ্ত করে দেওয়ার দাবি জানাচ্ছি	None	Little to None	None
113242	মুখ শুকিয়ে গেছে টেনশনে	None	Little to None	None
277068	ওরা ইজরায়েলের পাশে দাড়ায় ওরা যে কতটা ভালো উহা বিএনপি এখনো বুঝতে পারে নাই যখন টুইন টাওয়ারের উপরে উঠিয়ে ধাক্কা মেরে ফেলে দিবে তখন বুঝবে এজেন্ট ওরা	Political Hate	Severe	Organization
537172	এই ভিডিওটা ওয়াহিদ ভাইয়ের বাসায় শুট করা হয়েছে	None	Little to None	None
614478	আলহামদুলিল্লাহ এতদিন পরে একটা ভালো কাজ করল সরকার আল্লাহু আকবর লা ইলাহা ইল্লাল্লাহু মুহাম্মাদুর রাসুলুল্লাহ সঃ আমিন	None	Little to None	None
512357	আব্বুরা ওনার আব্বু কজন ভাই	None	Little to None	None
625336	টাকা আছে আপনার নেতা দের ঘরে	None	Little to None	None
182934	এই নিউজ করতে বাংলাদেশের পত্রিকা গুলা অর্থাৎ তাদের ভাসুরের নাম নিতে লজ্জা পায়	None	Little to None	None
898307	লর্ড দেখে শুনে আজকেই পালিয়েছে	Abusive	Mild	Individual
327792	৭ টা বোকা ৯টা	None	Little to None	None
149295	আলহামদুলিল্লাহ দোয়া করি বাবা ছেলে যেন চির দিন বেঁচে থাকে	None	Little to None	None
586422	রানীর সম্মানে আজ অনিচ্ছা সত্বেও বিজয় সরণিতে ঘণ্টা দাড়ায় সিলামসোনার বাংলাদেশ	None	Little to None	None
928597	বিশ্বসেরা নির্বাচক তাই১২বছর যাবাৎ দায়িত্ব রেয়েছে যা অন্যকোনো দেশে নাই	None	Little to None	None
704016	শুরু হলো দেশে	None	Little to None	None
871352	এত লুটপাট করেও আরো লুটপাট করতে একখনও চেয়ার চেপে বসে আছে লজ্জা নেই এদের মানি পেলেই হয় শুধু আর কিছু লাগে না	Abusive	Mild	Community
740243	ইমরান খান যোগ্য রাষ্ট্রপ্রধান ছিলেন কিনা তা নিয়ে আলোচনা করতে চাই না তার সরকার তাদের নিজস্ব চিন্তা চেতনার ভিত্তিতে তাদের সিদ্ধান্তগুলিকে ন্যায্যতা দিয়েছে বিরোধী দলগুলোর চিন্তা ইমরান সরকারের সিদ্ধান্ত ভুল এবং তাদের উপর নির্যাতন চালাচ্ছে আমি বলব উভয়ই নিজ নিজ জায়গায় সঠিক তবে গণতান্ত্রিক দেশে সকল সরকার কিছু বছরের জন্য স্থায়ী হবে এটাই গণতন্ত্রের মৌলিক নিয়ম কারণ দেশ সবার সকল নাগরিকের অধিকার সুস্থ নির্বাচনের মাধ্যমে দেশ পরিচালনা করার এবার পাকিস্তানের বিচার বিভাগের স্বাধীনতা প্রমাণ করেছে যে পাকিস্তানে এখনও গণতন্ত্রের সামান্য গন্ধ পাওয়া গেছে যা বিশ্বের অনেক দেশেই বিরল	None	Little to None	None
137407	টাকা খাইয়ে কয়েক দিন পরে ছেরে দিও	None	Little to None	None
47961	বাড্ডার সাতারকুলে ৪৫০০ এর বেশী আসবাবপত্র কারখনা আছে যা অতিরিক্ত ঝুঁকি নিয়ে দিন চলছে যেখানে রয়েছে উচ্চ ক্ষমতা সম্পন্ন রাসায়নিক দ্রব্য যা আগুন কে আরও বৃদ্ধি করতে সাহায্য করে	None	Little to None	None
357080	নিজের দেশে বর্ণবাদ হয় অন্যের দেশ নিয়ে পড়ে আছেহলুদ	None	Little to None	None
690983	এই মানুষগুলা কী আসলেই মানুষ একটা ছোট নৌকায় এতগুলা লোক কিভাবে উঠে মাঝি কি বেঁচে আছে মরেও যদি থাকে তাহলে তাকে ২০ টা লাত্থি মারা দরকার এতগুলো লোক কেন নিয়েছিস বলে বলে	None	Little to None	None
162827	বাহ পুলিশ তারা আইন নিজের হাতে তুলে নিলো আজব দেশ	Abusive	Little to None	Society
514342	বলেছেন বয়স ২১ বছর তাহলে বিয়ে করেছে ১৪ বছরে	None	Little to None	None
299818	এই মহিলা চরিত্রহীন	Abusive	Severe	Individual
567093	ডিজিটাল বাংলাদেশ হলো চালের কেজি ৬০ টাকা আর তেলের লিটার ২০০ টাকা আর স্মার্ট বাংলাদেশ হলো পোল্ট্রি মুরগী ২৫০ টাকা	None	Little to None	None
10581	বাটপারি কত প্রকার তা মিডিয়া না দেখলে বুঝা বড় দায়	Abusive	Severe	Organization
563059	খালেদা জিয়াকে ঠেলাঠেলি করে মেরে ফেলবে সরকার	Abusive	Mild	Individual
668951	এখন পাট শাকের দাম কয়েকগুন বেড়ে যাবে	None	Little to None	None
20126	মিলটারি ভাই এই সুযোগে দুই চারটা কোদন দিয়া ক্ষমতাটা দখল নিয়া নেন আপনারা শক্তিশালী মিয়ানমারের মত এগিয়ে যান	None	Little to None	None
398109	বিটু বড়ুয়ার কথা স্পষ্ট নয় তাকে চেঞ্জ করুন	Abusive	Little to None	Individual
493399	চোরে খালাতো ভাই	Abusive	Severe	Individual
14060	এবারই সুযোগ গরীব পাকিস্তানের ক্ষমতা লোভী লুটেরাজ অসভ্য ধনী সেনাবাহিনীকে সাইজ করে দিক পাকিস্তানের ইতিহাসে সবচেয়ে জনপ্রিয় নেতা ইমরান খানকে ক্ষমতা লোভী সেনাবাহিনীরা কোনটাসা করে রেখেছে যেভাবে বাংলাদেশের জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমানকে কোনটাসা করে রেখেছিল দেশে কোন আইনের শাসন নেই সেনাবাহিনী সকল প্রশাসনকে ভাগ বাটোয়ারা দিয়ে নিজেদের মতো করে দেশের কলকাটি নাড়ে জনগনের টাকা পয়সা তারা নিজেরাই ভাগ করে খাই পাকিস্তানের ইতিহাসে কোন রাজনৈতিক দল ক্ষমতার মেয়াদ পুর্ণ করতে পারেনি এই সালা সেনাবাহিনী আমেরিকার গোলাম তাবেদার	Profane	Severe	Organization
616183	রোহিঙ্গাদের পাসপোর্ট দিলে আগুন জ্বলবে দেশে	Abusive	Severe	Organization
395483	এখন সময় এ জোট কে এগিয়ে নিয়ে যাওয়ার	None	Little to None	None
485877	সব চরমপন্থী কি নির্বাচনের আগে আত্মসমর্পণ করে এই নাটক এখন সবাই বুঝে	Political Hate	Little to None	Society
710364	এটা শুধু রাজবাড়ীতেই না অনেক খানেই এরকম ঘটেছে	None	Little to None	None
584804	আপুআগে ভোটচোরদের দল ছাড়েনচোরের মুখে নীতিবাক্য মানায়না	Political Hate	Severe	Organization
746212	সব কুচের শেষে ৫০ হাজার মার্কিন ডলার আছে এটা বুঝলাম না	None	Little to None	None
250438	আওয়ামী লীগ মানেই দুর্নীতিবাজভোট ডাকাত ব্যাংক ডাকাতের ইসলাম বিদ্বেষী নাস্তিক সন্ত্রাসীদের দল	Political Hate	Severe	Organization
695556	আচ্ছা লা মু আলাইকুম হারুন ভাই আপনাকে ধন্যবাদ	None	Little to None	None
536342	ঐশ্বরিয়া এত দিন পর সালমান খানের ভালোবাসা বুঝতে পারছে যে তার জন্য এখনো বিয়ে করেনি৷ তাই মনে হয় তার কাছে ফিরে যাবে	None	Little to None	None
163466	আমি কিনতে চাই	None	Little to None	None
32538	হয়ে গেছে তারপরও পার্লামেন্টের ক্যামেরা কোয়ালিটি বাজে	Abusive	Mild	Organization
523624	এত বড় বিপদ থেকে আসছে অথচ মাথায় কাপড় নাইমরলেও মানুষ হবি ন	Abusive	Severe	Individual
361594	জয় বিজেপি জয় মোদি	None	Little to None	None
607212	অভিযান এতদিন করে নাই কেন যখন শুনছে বিএনপির জনসভা ডিসেম্বর থেকে শুরু করছে অভিযান	Abusive	Little to None	Organization
423307	হাসু রাস্ট্রদুত কোথায় গেছে	None	Little to None	None
912932	পাকিস্তান ভারতে আসবে এবং খেলবে তাও এর তে এগুলো হলো তার আগের নাটক মাত্র	None	Little to None	None
203644	কাদিরাকে একটু ভিটামিন খাওয়া ন প্রওজন কথা বলতে কস্ট হচ্ছে	None	Little to None	None
332015	আগে তুমি ক্রিকেটের দায়িত্ব ছাড় যত সব উল্টা পাল্টা কাজ করতেছো দ্রুত তামিমকে আনা হোক আর মাহমুদুল্লাহ রিয়াদ কে যথাযথ মান দেওয়া হোক	Abusive	Mild	Individual
370709	বালের হুমকি দেয় আর আমগো হোগার নাতি মিডিয়ারা তাই প্রচার করে ভিউ বাড়ানোর জন্য	Profane	Mild	Organization
597370	মায়ের কান্নার সংগঠন ভুয়া	Abusive	Mild	Organization
191093	তোমরা বাসায় বসে ললিপপ খাও	None	Little to None	None
52587	সময় টিভি বিক্রি হইয়া গেছে নিক্সন এর কাছে	None	Little to None	None
273429	আপনে বুঝলেন কীভাবে	None	Little to None	None
743690	হাসিনার গু পারাইছে নাকি	Abusive	Mild	Individual
724280	এই একই বাজনা কত ভিডিও ইউজ করবেন আপনারা সময় সংবাদ এর কি আর কোন বাজনা নেই	Abusive	Mild	Organization
336696	২ রাত ঘুমাওনি আহারে ২ রাত না ঘুমালে মানুষ দারিয়ে ঘুমিয়ে পড়ে আর তুমি কি চাপা মারলা চাপা মারলেও কোন পদ বা সরকারি জব মিলবেনা গো ভুত বালিকা তোমার চোখ গুলা আহট ভুতের মত	Abusive	Little to None	Individual
487755	এমন অবস্থা থেকে আমাদের সবাইকে রক্ষা করো ছেলেটিকে সুস্থতা দান করো তার বাবাকে হেদায়েত নসিব	None	Little to None	None
396233	প্রিগোজিন এমন একটা ভূল করেছে যেখানে পুতিনের ক্ষমা করা অসম্ভবযদি কঠিন একটা উদাহরন দেই তাহলে বুঝবেনআল্লার সাথে ভূল করলে আল্লাহ মাফ করবেনকিন্তু বান্দার হক নষ্ট করলে আল্রা মাফ করবেন নাব্যাপার টা কিছুটা সেই রকমভূলটা করছিল পুরো রাশিয়ার সেনা বাহিনীর বিরুদ্ধেযেখানে পতিন অসহায়পরো সেনা বাহিনীর বিরুদ্ধে যাওয়া কোন রাষ্ট্র প্রধানের পক্ষে অসম্ভব	None	Little to None	None
311711	এটা খুবই দুঃখজনক ঘটনা কিন্তু বেড়াল হয়ে বাঘ সেজে ঘুরা উচিত হয় না	Abusive	Mild	Individual
799248	পুতিন মানেই অবিশ্বাস্য কে জয় করা একজন হিরো এবং সে একাধিকবার তা প্রমাণ করছে আমার দৃষ্টিতে জাতীয় শিক্ষা বই পুস্তকে পুতিনের জীবনী রাখা উচিৎ	None	Little to None	None
903573	বাংলাদেশের আগামীতে ভবিষ্যৎ হবে হৃদয় ভাই	None	Little to None	None
201923	দেশ বাঁচাও শেখ হাসিনাকে হটাও চুরেরা খাচ্ছে দেশ সোনার বাংলাদেশ	Political Hate	Severe	Individual
789386	রেগুলার গাড়ি গুলা দেইখাই সাম্বাদিক এর মাথা খারাপ দামি গুলো দেখলে কি হইতো	Abusive	Little to None	Individual
867928	গাজা খেয়ে নিউজ করেন নাকি	Abusive	Little to None	None
884591	ভাই পাকিস্তনে ১ পিছ বোম মারা ইচিত তাহলে সব ঠিক হয়ে যাবে	None	Little to None	None
720146	তুই পদা সেতু নিয়ে বসে থাক	None	Little to None	None
397450	বাংলাদেশের দুইটা নাস্তিক চ্যানেল আছে	Abusive	Little to None	Organization
747236	পাগলইংল্যান্ডের সাথে না ৮৬ বিশ্ব কাপে জার্মানির সাথে ফাইনাল খেলেছে	Abusive	Mild	Individual
829138	ইমরান খানের উচিত শেখ হাসিনার কাছ থেকে পরামর্শ নেওয়া	None	Little to None	None
315478	ধন্যবাদ সাংবাদিক ভাইকে ক্যাপ্টেন কামিংস শের অবদান বলার জন্য	None	Little to None	None
122020	আল্লাহ্ তায়ালার সবাইকে ভয়াবহ আগুন থেকে হেফাজত করুন	None	Little to None	None
593300	এমপি গোলাপকে নিয়ে সময় টিভির কোন রিপোর্ট দেখছি না সময় টিভি রেডি থাকো	None	Little to None	None
691408	এমন মেডিসিন দিছেন যে কিছু বলতে পারে নাআবু তোহা আদনানের গোপন কাহিনি	Abusive	Mild	Individual
635365	এতো চোরের মাঝে একজন ভালো প্রধানমন্ত্রী কিছুই করতে পারবেনা এটা আমারা ভালো করেই জানি	None	Little to None	None
302425	মারের উপর কোনো ঔষধ নাই পুলিশ ভাইয়েরা এদেরও ধরে পেটানো উচিতবিনা দাওয়াতে কেন আসবে তারা	Abusive	Mild	Community
888956	একবারে ছুটি দিয়ে দিতেন	None	Little to None	None
829636	এরদোয়ান আমেরিকার এজেন্ট মুসলিমদের অধিকার আদায়ের সচেষ্ট নন	None	Little to None	None
325999	হিরু আলমের ইচ্ছার কোন শেষ নাই	None	Little to None	None
529936	সব নায়কী রা শাকিব এর সাথে ছবি করতে চায় কেন	None	Little to None	None
844572	এই ভারতের জন্য তাসকিন বোলিং একশেনে ধরা পড়ে লাইফের বিষাল খতি হয়ছে তাই ভারতে না যাওয়াই ভালো	Political Hate	Little to None	Society
342849	এসব কখা বাদ দেন	None	Little to None	None
796495	ইউক্রেন ও তাইওয়ানদের মতো যুক্তরাষ্ট্রের চামচাদের কারনে আজ যুদ্ধের দামামা শুরু হয়েছে ইউক্রেন ও তাইওয়ানের ঘারে বসে যুক্তরাষ্ট্র এশিয়া মহাদেশের উপর দাদা গিরি করতে চায় আর ইউক্রেন ও তাইওয়ান দুটোই লোভে পরে নিজের সার্থকে হাচিল করতে গিয়ে আজ এ অবস্থা	Political Hate	Little to None	Community
757163	যারে আমি চাই তারে আমি পাই না যারে আমি পাই না তারেই আমি খুঁজি	None	Little to None	None
158364	রাজশাহী সিটি কর্পোরেশন এ নিয়মিত গণশুনানির আয়োজন কারা হোক	None	Little to None	None
199452	৭০ বাগ মানুষ যদি তোমাদের পাশে থাকে তাহলে নির্পক্ষ নির্বাচন দিতে ভয় পাও কেন কুলাংগার এর দল	Political Hate	Mild	Society
896661	ভাইরে যতই খেলো হাতুর সিংকে এদেশ থেকে বিদায় কর কারণ সে শ্রীলংকার কোচ শ্রীলঙ্কাতে দায়িত্ব পালন করুক আমি আমাদের টিম ম্যারেজ ম্যানেজমেন্ট বলবো ইউরোপ থেকে আনা হোক ব্যাটিং কোচ বোলিং কোচ তাহলে ফিল্ডিং কোচ তাহলে আমরা সফলতা পাবো ইনশাআল্লাহ	Abusive	Mild	Individual
51369	চোরের মায়ের বড়ো গলা	Abusive	Severe	Individual
38617	কত বড় বেশরম	Abusive	Severe	Individual
843064	হুদাই বয়ান টাকা খাওয়ার নতুন ধান্দা হচ্ছে বিমান ভাড়া বেশি নেওয়া	Abusive	Mild	Organization
587965	ভাইন সুদেরে দরি জুতাপেটা করা দরকার	Profane	Severe	Individual
527851	আপনি আসলেই গ্রেট চঞ্চল চৌধুরী	None	Little to None	None
757272	ব্যাকগ্রাউন্ডে এত বাজে ভাবে কে নিঃশ্বাস নিচ্ছে মনে হচ্ছে এই বুঝি মরে যাবে কি বাজে মনমানসিকতার মিউজিক চয়েজ	Abusive	Little to None	Individual
565776	তাল গাছটা আওয়ামী লিগের নির্বাচন জতই হোকনা কেন	Political Hate	Little to None	Organization
338171	ফেরাউন ২০০ বছর শাসন করার পর দুনিয়া থেকে যেতে হয়েছে কেউ ক্ষমতা ধরে রাখতে পারবেনা সবাইকে একদিন যেতে হবে ক্ষমতা ছেড়ে	None	Little to None	None
28973	আমার মনে হয় সাংবাদিকরা এর সাথে জড়িত আছে	None	Little to None	None
899967	শাকিব একটা সাওয়ার পিলিয়ার	Profane	Severe	Individual
482750	ভুয়া খবর হয়ত এই খানে মুরগী আগেই ডিম দিয়ে চলে গেছে এখন মরগের দোষ	None	Little to None	None
480807	ঢাকায় মানুষের গলা ফুল দিতে একেবারে পচা ইলিশ খাঁটি তারপর হচ্ছে না সিলভার কাপ মাছ দিয়ে ইলিশ মাছ বানায় খাই তোরা তো ডাকাত	Abusive	Mild	Community
666762	কোন বিচার আচার নাই এটি বাংলাদেশ	Abusive	Mild	Society
497431	মালোশিয়া কি জামাই কি অবাব	None	Little to None	None
67934	ঠান্ডা মিয়ার মেসে থাকার সময় কালকিনি উপজেলার মাহবুব নামের এক বড় ভাই ছিলেন কড়া বিএনপি সমর্থক কিন্তু আফসোস করে বলতেন এলাকায় সৈয়দ আবুল হোসেনের উন্নয়ন কাজের কারনে বিএনপি কে ভোট দিতে পারিনা	None	Little to None	None
264447	জাতীর জনক এত ভাল আজ পয়ন্ত উনার ভাল কিছুই তো দেখলাম না	None	Little to None	None
568418	একটা বান্দরের বাচ্চা মারা গেল ডক্টর জাফরুল্লাহ বলছিল না বানর থেকে মানুষ তৈরি তাই বানরের বাচ্চা মারা গেল	Abusive	Severe	Individual
255575	দেশের জনগণ পরিবর্তন চাই	None	Little to None	None
762214	মোদির কথায় কেউ গলে যাবেন না এটা এনার রাজনৈতিক চাল বাংলাদেশ থেকে	Abusive	Mild	Individual
916923	নগদ এর এব্রাইছ এর জালায় খবর দেখা ছেরে দিতে হবে	Abusive	Little to None	Organization
638506	দাদার বউ এসব কি শুনাইলো	None	Little to None	None
286062	ভারতে ২১ কিলোমিটার দীর্ঘ সেতু করতে বেয় হয় প্রায় ১৮ হাজার কোটি রুপি আর এর টুল দরা হয়েছে ২৫০ রুপি আর আমাদের দেশে ৬১৫ দীর্ঘ পদ্মা সেতু করতে ব্যয় হয়েছে প্রায় ৩০৪০ হাজার কোটি টাকা টুল দরা হয়েছে ২০০০ হাজারের মতো এই হলো আপনাদের উন্নয়ন	None	Little to None	None
416058	সময় টিভি শিরোনাম ভালোভাবে দে সাংঘাতিক	Abusive	Mild	Organization
732823	উপস্থাপক সেই প্রিয় ভাই কোথায় তিনি না হলে উপস্থাপনা হয়ই না	None	Little to None	None
139200	জিপিএস রাটার আছে তার পরেও কি করে হলো সংঘর্ষ এটা খুবই দুঃখজনক	None	Little to None	None
812258	হে আল্লাহ আমাদের সিলেট বাসীকে রক্ষা করো	None	Little to None	None
360049	আওয়ামী লীগ এর দালাল সময় টিভি	Abusive	Mild	Organization
272123	সময় টিভি নিরপেক্ষ সংবাদ প্রচার করা ছেড়ে দিয়েছে কেন	None	Little to None	None
877423	ঘটনা ভাইরাল হইছে খবর আছে	None	Little to None	None
639288	দেশ এখন মন্দার দিকে চলছে এ সময় ইভিএম কিনে এতো খরচ করার কোন মানে হয় না ইভিএমে যান্ত্রিক ত্রুটির কারণে ভোট দিতে দেরি হয় এমনকি অনেকে ভোট দিতে পারে না কি স্বার্থ ইভিএম এজনগণ তো বুঝেনা ইভিএম এ ভোট দিতে কার স্বার্থ রক্ষায় এই প্রযুক্তির ব্যবহার করছে কমিশন	Political Hate	Mild	Organization
419739	দোয়া রইলো এরদোয়ানের জন্য	None	Little to None	None
761034	জংগী হামলা বলা যাবে না কিন্তু	None	Little to None	None
471832	ঈদের মার্কেট এবার হলো না হয়ত	None	Little to None	None
429511	ন্যাটো জোট যতই সম্প্রসারিত হোক রাশিয়া ও চীনেকে মোকাবেলা করতে পারেন না	None	Little to None	None
840885	রিজার্ভ শেষ কে করেছে	None	Little to None	None
103976	সবাই তো আওয়ামী লীগ	None	Little to None	None
753512	সংখ্যা না বলি যে অবস্থা দেখছি লাখ পেরিয়ে কোথায় যাবে আল্লাহ ভালো জানেন	None	Little to None	None
516465	যে সকল লোক সাহায্য করে প্রচার করে এরা আসলে কিছু লাভের আসায় করে থাকে	None	Little to None	None
112941	ইসি এখনো সময় আছে আপনি কচু গাছের সাথে গলায় দড়ি দেন না হলে বিপদে পড়ে যাবেন দফা এক দাবি এক সুরেশ্বর হাসিনার পদত্যাগ নিরপেক্ষ নির্দলীয় তত্ত্বাবধায়ক সরকারের অধীনে আমরা বাংলাদেশের সাধারণ জনগণ সবাই নির্বাচন চাই দিতে হবে	Political Hate	Mild	Organization
715224	এই ডপ আর কতদিন মারবেন এটা বাদ দেন দিয়ে অন্য কিছু বলেন	Abusive	Little to None	Individual
913084	পাকিস্তান না এলে বিশ্বকাপ বসে থাকবে না	None	Little to None	None
758299	এমন টা দেখতে দেখতে হঠাৎ হয়তো বিশ্ব যুদ্ধ লেগে যেতে পারেআল্লাহ আমাদের দেশ সমগ্র মুসলিম উম্ মাহ হেফাজত করুকআমিন	None	Little to None	None
401553	আফগানিস্তানই সঠিক পথে আছেন	None	Little to None	None
339712	এখন এদের এত তারাতাড়ি ধরতে পারছে কিন্তু এই দেশে বসেই কত নোংরা জানোয়ারেরা আমার প্রিয় নবী হযরত মুহাম্মদ সাঃ কে নিয়ে কটুক্তি করছে তাদের ধরতে বলার সময় বলছে তাদের ট্রেস করা যাচ্ছে না তথ্য প্রযুক্তি আর তখন কাজ করে না আল্লাহ হেদায়েত দান করুন	Profane	Mild	Society
491065	আনোয়ার ভাই একজন সফল খামারিতিনি আমাদের দেশের গর্ব	None	Little to None	None
15770	দিল্লির দাদা বৌদিদের আমাশা হলেও বোধ হয় তোরা ওষুধ পানি নিয়ে হাজির থাকবি শুয়োরের বাচ্চারা দেশটাকে ধ্বংসের দ্বারপ্রান্তে নিয়ে আসছে	Profane	Severe	Community
605066	রাইট কথা বলছেন বাংলা দেশে সরকার শেখ হাসিনা	None	Little to None	None
244247	শালা আগের পুরানো বাটপার	Profane	Severe	Individual
532866	জয় সাধু গুরু	None	Little to None	None
154887	সাংবাদিকদের উচিত একে নিয়ে অনুসন্ধানী রিপোর্ট করা কারন বাংলাদেশে এমন প্রায়ই ঘটেছে ঘটনা সত্যি কিনা ডাক্তারী পরিক্ষা আরো ভিবিন্ন ভাবে জাচাই করা উচিত	None	Little to None	None
560173	এটা হাসিনা র নতুন খেলা	Political Hate	Little to None	Individual
43472	রঙ্গিল সাড়ি হাছিনার সালমান এফ সাথে লিকা হলো বুঝি	Abusive	Mild	Individual
702071	আলহামদুলিল্লাহ্দেশের ভালো কিছু হলে মন ভরে যায়	None	Little to None	None
528628	আসলে একজন এর পিছনের গল্প অনেক যা আমরা জানি না	None	Little to None	None
704308	এভাবেই হাসিনা গৃহহীনদের গৃহ দিচ্ছে বল জয় বাংলা	None	Little to None	None
564581	নিজের পরিবার ছেলে মেয়েদের ভবিষ্যত নিয়ে ভাবুন	None	Little to None	None
31347	শালা ডাক্তার দালাল এখন মানুষ বোকা খুবই কম আছেআরেক শালা তো আছে নগদের দালালি করতে মাগির বাচ্চা ডাইরেক্ট সিগরেট কোম্পানি সহ বন্ধ করে দে	Abusive	Mild	Individual
262089	দেশের বিরুদিরা তারা আমেরিকা চলে যান	Abusive	Mild	Community
23393	মুসলিম বিশ্বগুলো এখনো ঘুমিয়ে আছে	Abusive	Mild	Organization
17649	মৌলবী রা চাইলেই বাংলাদেশীদের ইতালি ইউরোপ দেশে পাঠাতে পারবে লুচ্চা হুজুর দের অনেক ক্ষমতা আছে	Religious Hate	Mild	None
535217	বাংলাদেশের কন্ঠস্বর বেজে উঠুক বিশ্বময়	None	Little to None	None
83869	সাধারণ জনগণ হিসেবে আমার মতামত নির্বাচন সুষ্ঠ হয়নি গ্রহন যোগ্য ও হয়নি কোনো দিক থেকেই	Political Hate	Little to None	Individual
433008	তোমাদের কে কে বলচে তোমরা সিয়াই যেতে এই মাটি তো তোমাদের না কেনো ও কানে বসবাস করো	None	Little to None	None
53765	মীর জাফর বুইড়া শয়তান	Abusive	Severe	Individual
892465	যা খেলতে মুতু খেয়ে আসবি	Abusive	Little to None	Community
184891	আওমীলীগ প্রশাসন এবং ভারতের বিরুদ্ধে কথা বলা মানে বাংলাদেশের পক্ষে থাকা	Political Hate	Severe	Organization
755575	সুদ হারাম সুদ হারাম সুদ হারাম সুদ এর সাথে জড়িত থাকা মানে নিজেকে ধ্বংসের মুখে ফেলে দেওয়া	None	Little to None	None
54737	আওয়ামী লীগ জালিম সরকার	Political Hate	Severe	Organization
160865	সবচেয়ে যারা বড়লোক তাদের দাও	None	Little to None	None
645731	প্লিজ আমাকে টিকিয়ে রাখবেন	None	Little to None	None
493008	সাংবাদিকের সংবাদ পড়াটা ভালো হয় না	Abusive	Little to None	Individual
444835	কতটা নিকৃষ্ট জাতি ইসরায়েল	Abusive	Severe	Society
482092	ওই কুত্তার বাচচা কাউশারের ফাসি দে আগেএগলা পরে	Abusive	Mild	Individual
499662	এই বাসে আমার ভাই ছিলো আল্লাহর কাছে লাখো শুকরিয়া উনি সুস্থ আছেন ভাল আছেন	None	Little to None	None
363083	ইজরায়েল মানেই ভন্ড	Abusive	Mild	Society
154920	আকাম কয়বার করছেন আপনাদের মত মেয়েদের কারণে দেশ সমাজ নষ্ট	Abusive	Mild	Individual
203498	এবার নির্বাচন করে দেখা কলিজা টেনে ছিরে ফেলবো এবার	Political Hate	Severe	Organization
219915	জনগণকে আর কত বোকা বানাইবা সুষ্ঠু নির্বাচন চাই	Political Hate	Little to None	Organization
601774	খালা আপনি ই জিতবেন তবুও নির্বাচন দেন আমি আমার ভোট দিতে চাইকারন আমার ভোটের বয়স ৩ বার হইবে এবার আমি একবার ও দিতে পারিনি এইবার দিতে দেন	Political Hate	Little to None	Individual
906435	সেই একটা মিডিয়া কভারেজ পাইলো আওয়ামীলীগ ব্যাটে বলে মিলিয়ে একটা ছক্কা মেরে দিলো হাসিনা আবেগি কিউট বাঙালি সব ভুলে যাবে এখন	None	Little to None	None
496184	ভাই আল্লাহ পাক আপনাকে নেক হায়াত দিক	None	Little to None	None
224315	হায়রে ক্ষমতা ক্ষমতা আর দুনিয়ার লোভ ওনাকে না জানি কোন পর্যায়ে নিয়ে যায়	Abusive	Mild	Individual
176586	গোলটা অসাধারণ ছিল	None	Little to None	None
161956	গাউছিয়া কমিটির সদস্যদের অশনখ ধন্যবাদ	None	Little to None	None
335564	বোকাচোদা আবেগি বাঙালিআনফিট তামিম বাদ গেছে জন্যে সব ঝাল এখন অর উপরআগে কি কি করছে সব ভুলে গেছে	Profane	Severe	Individual
