text,label
সময় টিভি কে অসংখ্য ধন্যবাদ পশ্চিমাদের আসল চেহারা ধরার জন্য,0
হলুদ সাংবাদিক তোকে জুতা মারি,5
কথাগুলো একদম সঠিক,0
দালাল মিডিয়ার দিন শেষ গণতন্ত্রের বাংলাদেশ,5
আল্লাহ তায়ালা সহায় হোন আমিন,0
নারী কিসের আটকায় জাহেদ খানে আটকাই,0
এইতো শেখ হাসিনার উন্নয়ন,0
তুমি মিথ্যাবাদী স্বৈরাচার ক্ষমতায় আসার আগে কি বলছিলে আজকে দেশে কি অবস্থা,5
প্রসানের লোক যতদিন ঘুষ খেয়ে যাবেন ততোদিন আমরা ছিনতাইকারীর কাছে জিম্মি থাকবো সুশাসন প্রতিষ্ঠিত হলে তবেই দেশের মানুষ নিরাপদ ভাবে থাকতে পারবে,3
এই খবর কি কেনো কিভাবের কপি,0
সাংবাদিক দের লজ্জা হচ্ছে না প্রেস কনফারেন্স রিয়াদের কোন পশ্ন নেই যেই দল এশিয়া কাপ খেলতে গেল সেই আবার রিয়াদকে নিয়ে সংবাদ শুরু করলোসব সাংবাদিক ভিউখোর,5
আমি ঢাকা থেকে বলছি আমাদের এখানে কারেন্ট এখনো আসেনি,0
শেখ হাসিনা মোদির কোলে বসে খেলতে পারবে না আর তাই এখন চায়নার কাছে কোলে বসে খেলতে চাইছে চায়না তাকে পুটকিমারে না,3
পাগলের মত পাগল একজন হলেই যথেষ্ট,5
শেখ হাসিনা সরকারের সামর্থ্য নিয়ে প্রশ্ন না থাকলেও টাকা নিয়ে প্রশ্ন উঠেছে বাংলাদেশের অর্থনীতি মারাত্মক সংকটে পড়েছে বাংলাদেশের মোট ঋণ এপ্রিল এ রিপোর্ট করা হয়েছিল ঠিক মাস আগে জুন এ ছিল হিসাব অনুযায়ী বর্তমান সরকার ১০ মাসের মেয়াদে ২০ বিলিয়ন ডলার ঋণ নিয়েছে বর্তমান সময়ে বাহ্যিক বা অভ্যন্তরীণ উৎস থেকে এক বিলিয়ন ঋণের ব্যবস্থা করা বাংলাদেশ সরকারের জন্য শুধু কঠিনই নয় অসম্ভবও বটে বাংলাদেশ সরকার রাশিয়ার নিষেধাজ্ঞা নিয়ে যুক্তরাষ্ট্রের বিরুদ্ধে এবং সম্প্রতি বিআরআই ঋণ নিয়ে চীনের বিরুদ্ধে অপ্রয়োজনীয় ও অপ্রাসঙ্গিক বক্তব্য দিয়েছে ভারত ইতিমধ্যে বাংলাদেশে গম রপ্তানি বন্ধ করে তাদের অবস্থান পরিষ্কার করেছে বাংলাদেশের অর্থনৈতিক অবস্থা এমন অবস্থায় পৌঁছেছে একমাত্র অলৌকিকই এটিকে রক্ষা করতে পারে লাখ লাখ ক্ষুধার্ত ও বিক্ষুব্ধ মানুষের বিরুদ্ধে পুলিশ সেনাবাহিনী র্যাব কাজ করবে না হাসিনা সরকার এখন রাশিয়ার কাছ থেকে সাহায্যের আশা করছেকিন্তু রাশিয়া কখনই আবেগে বিশ্বাস করে নাবিশ্বাস করে শুধু দেওয়া এবং নেওয়ায় রাশিয়া বাংলাদেশের কাছ থেকে ১২ কোটি টাকা নিয়ে বিতর্কিত হলেও বাংলাদেশে গম সরবরাহের কোনো উদ্যোগ নেয়নি মূলত কোনো কাউন্টিই বাংলাদেশের অর্থনীতির তীব্র আর্থিক সংকট সমাধান করতে পারবে না আগামী দুই মাসের মধ্যে বাংলাদেশি জনগণ জ্বালানি গ্যাস ও খাদ্য সরবরাহের তীব্র সংকটে পড়বে তহবিলের অপ্রতুলতার কারণে গত তিন মাস ধরে স্পট মার্কেট থেকে এলএনজি কিনতে পারছে না বাংলাদেশ টাকা নেই ক্ষমতা নেই বেচারা শেখ হাসিনা সরকারকে কেউ মানবে না সর্বত্র অনিশ্চয়তা এবং পতনের ভয় অধিকাংশ দুর্নীতিগ্রস্ত নেতারা প্রথম ফ্লাইটে বাংলাদেশ ছেড়ে যাবেন তারা কোন রিক্স নেবে না তারা রাজার মত বিদেশে তাদের জীবন কাটাতে পারবে সাংসদ ও মন্ত্রীরা মানসিকভাবে ভেঙে পড়বে কারণ তাদের প্রতিরোধের নৈতিক শক্তি থাকবে না আপনি কি কখনও যুবরাজ মুসা বিন শমসের সম্পর্কে শুনেছেন আপনি যদি উইকিপিডিয়ার মাধ্যমে যান আপনি তাকে একজন বেলুনার হিসাবে দেখতে পাবেন এবং আরও অনেক কিছু সম্প্রতি তিনি একজন প্রতারক ব্যক্তি হিসাবে প্রকাশ পেয়েছেন এমনকি মিলিয়ন ডলারের সম্পদও নেই বাংলাদেশের অর্থনীতি আসলে মুসা বিন শমসেরের মতো আমরা জানি কিছু লোকের ভালো যুক্তি আছে বা আমাদের বক্তব্য বিশ্বাস নাও করতে পারেদয়া করে অপেক্ষা করুন এবং আমাদের কয়েক মাস সময় দিনসত্য প্রকাশ পাবে,0
আমগো প্রধানমন্ত্রী তো পেয়াজ খান না তেল খান না বেগুনও খান না উনি আসলে খানকি,4
পৃথিবীর সকল দেশ নিরাপত্তা ও প্রযুক্তিতে আধুনিক হচ্ছে সেখানে রেলের মতো গুরুত্বপূর্ণ খাতে নিরাপত্তার এ বেহাল দশা কেনো চোর বাটপারিতে ভরে গেসে দেশ,5
কিন্তু বিজেপি মুসলিম নিধনে ব্যস্থ,1
একজন উৎকৃষ্ট মানের সাইকো পেসেন্ট,5
এরদোয়ান এর মত নেতা থাকা উচিৎ সবদেশেই,0
তিশা প্রেমে দশটা করবে এইটা তার বেপার তোর বোন কয়টা করে,5
অসম্ভব সুন্দর ইয়া গাউছুল আজম মাইজভান্ডারি,0
কোন লাভ নাই পাব্যত চট্টগ্রাম স্বাধীন হবেই হবে যত নিপীড়ন করুন আমরা তত বেশি শক্তিশালী হবো,0
আল্লাহ সকলকে হেফাজতে রাখুক,0
এদের অবশ্যই মানবিক সাহায্য করা উচিত এসব মানুষদের ভরণপোষণের দায়িত্ব রাষ্ট্রের নেওয়া অবশ্যই উচিত,0
কঠোর শাস্তি নিশ্চিত করা হোক,0
একজন সত্যবাদী মানুষকে নিয়ে এত কথার কি আছে এতে উনার সম্মান ক্ষুন্ন হচ্ছে উনি হাসপাতাল থেকে চিকিৎসা সনদ নিয়েছেন তারপর ও আপনারা কেন বিশ্বাস করছেন না,0
স্বাধীনতার জন্য লড়াই করে তারা জঙ্গি তোরা তো ভারতের মালায়ুনের দালাল সালা,4
কালের আবর্তনে মাটির নিচে অনেককিছু ই জমা হচ্ছে মুসলিম শাসনামলের পূর্বে মূর্তিপূজারীদের পূজা চলতো তাওহীদের বাণীতে মানুষ দলে দলে মুসলিম হয়েছে বিলীন হয়ে গেছে অনেক মূর্তি এখন সেগুলো মাটির নিচে পেয়ে তা নিজেদের দেবতার সাথে মিলিয়ে মসজিদের পেছনে পড়ে থাকার কোনো মানে হয়না হিন্দুত্ববাদীদের স্পষ্ট সাম্প্রদায়িক দাঙ্গার সূত্রপাত করতে চাইছে তারা তো মনে করেপৃথিবী তাদের কোনো এক দেবতা তৈরি করেছে তো নিজেদের ছাড়া বাকিদের পৃথিবী থেকে উচ্ছেদের দাবি তুলবে কবে,0
তুই অভিনয়ে ভালো করতে পারবি,0
কোন দেশের পানি পাইছে বাংলাদেশ,0
ও আল্লাহ তুমার এইটা কি নিয়মযারা চাই তাদের কে দেন নাআর যারা না চাই তাদেরকে কেন দেন,5
পরামর্শক দলের নিয়োগেই ৮ কোটি টাকা,0
দুই বছর পরে দাম ডাবল হয়ে যাবে কারণ দেশটা বাংলাদেশ,0
এসব নাটক করছে পরিচালক,0
খালের কাজ করলে এটা অনেক আগেই সুন্দর হতো,0
চোরের দল আবার,5
মেয়ের কন্ঠে গানটা শুনে আমার ওয়াসরুমে বসেও লজ্জা লাগতেছে,5
যতদিন হাসিনা থাকবে ততদিন বাংলাদেশ কাদবে,3
কত দেখলাম দেশ খারাপ হবে এ পালাবে ও পালাবে ফাঁকা বুলি সব আওয়ামীলীগের জন্ম জনগণের মধ্য থেকে এজন্যই সকল সরকারের বিরুদ্ধে আওয়ামীলীগ গণ অভ্যুত্থান করেছে জনগণকে সাথে নিয়ে কিন্তু আওয়ামীলীগের বিরুদ্ধে জনগণ গণ অভ্যুত্থানের চিন্তা মাথায় আনেনা কারণ আওয়ামীলীগ সম্পূর্ণ জনগণের দল,0
মেয়েটা একদম ঠিক করছে ওদের মতো প্রতারকদের এভাবেই শাস্তি ওদের মতো ছেলেদের বিচার হয় না,0
আমার কাছে লিংক আছে আমি দেখছি আর আজকে দেখি উনি নমিনেশন চায়,0
অনেক ঘুমাইছে এখন দৌড়ে উপর থাকবে তারা,0
খালি মানুষের বদনামনিজে কিমানুষ ভাল মন্দ বুঝেগীবত,5
তোমাদের মতো কেহ ভোট চুরি করেকি মিত্যা বাদি,3
সত্যি অনেক সুন্দর হয়েছে,0
নাটক কম করে চালাও,0
ধন্যবাদ সময় টিভি বিএনপির পক্ষে বলার জন্য,0
সৃজনশীল অংক অর্ধেক হলে অর্ধেক নাম্বার দেওয়া হয় বলেসেখানে কেমনে কি,0
বোকা বাংলাদেশীরা বিদেশে এটা নরমাল জিনিস,5
সিন্ডিকেট বন্ধ করা হোক,0
আপনাদের নগদ আডবন্ধ করুন আর ভালো লাগে না তা না হলে সময় টিভি দেখব না,0
ম্যাচ ফিক্সিং হয়ে গেছে ভারত জিতবে বাংলাদেশ হারবে থাকবে,0
কাউয়া কাকু সকালে মাল খায়ে এসেছে,5
চোর আবার নগর পিতা হয় কেমনে সময় টিভির পিতা হতে পারে আমরা এই চোরদের জাহাজে তুলে বুড়িগঙোয় ছেড়েদিবো ইনশাআল্লাহ সাথে সময়টিভি দালাল দের কোনো চার নাই,0
গেলে ওর বাপের কী,5
কিয়ামতের ময়দানে কি অবস্থা হবে একটু ভাবেন,0
আমি একজন বিএনপির কর্মী তৈমুর আলম খন্দকার যদি পুরা থানা থেকে ৩০০ থেকে ৪শোর বেশি ভোট পায় তাহলে আমি রাজনীতি ছেড়ে দিব,0
চোরের খিদা লাগছে খাইছে ভালোচুরি না করলে হইতো,0
নতুন কোন মতলব আছে,0
আমার স্ত্রী দুই সন্তানের মা বিয়ের পাঁচ বৎসরে আমি দেশে তিনবার গেছি কিন্তু এবার ছুটিতে যাওয়ার তারিখ শুনামাত্র সে আমাকে বলছে তুমি দেশে আসলে বিয়ে আরেকটা করে আসো দেশে আসলে তুমি আমাকে পাইতায় নায় হঠাৎ এই অনাকাঙ্ক্ষিত কথাশুনে আমি বল্লাম কেন কি হয়েছে সে কেনো কথার উত্তর না দিয়ে আমার নাম্বারগুলো ব্লক মেরে আমার বাড়ীর সব মাল সামান নিয়ে চলে গেলো তাঁকে জবাবদিহিতার মুখোমুখি করার জন্য প্রবাস থেকে পুলিশে কমপ্লেইন করেছিলামভাবছিলাম সে পুলিশের সামনে বলবে আমি স্বামীকে চাইনা কিন্তু সে অনেক চালাক পুলিশের সামনে স্বামীর সংসার করতাম না এমন কথা বল্লে পুলিশ প্রশ্ন করবে তুমি কেন সংসার করবে না সে নিজে ডিভোর্স দিবে না আমাকে ডিভোর্স দিতে বাধ্য করবে সে নিজে ডিভোর্স দিলে দেনমোহরের নামে বিপুল অর্থ আদায়ে ব্যর্থ হবে বলে নিজে ডিভোর্স দিবে না আবার ডিভোর্স না দিলে আমাকে কেউ দ্বিতীয় বিয়ের জন্য ভালো পাত্রী দিতে চায় না বরং অনেকে আমাকে বলে প্রথম স্ত্রীকে লিখিত ডিভোর্স না দিয়ে দ্বিতীয় বিয়ে করলে স্ত্রী তোমাকে উল্টো মামলা দিয়ে ফাঁসিয়ে দিবে আইনি বিষয়ে আমার তেমন অভিজ্ঞতা নেই হঠাৎ এমন পরিস্থিতিতে পড়ে আমার মাথায় ঠিকমত কাজ করছেনা আমি কিন্তু গরিব পরিবারে যৌতুক ছাড়া বিয়ে করেছিলামআমার জন্য দোয়ার অনুরোধ করছিপুলিশে বলছে আমি নাকি তাকে ব্লক করছিআমি নাকি কয়েক মাস থেকে খোঁজ খবর করছিনা সকল প্রবাসী কে বলছি আপনারা স্ত্রীকে টাকা দিলে ব্যাংকে দিবেন হুন্ডি বা বিকাশে দিবেন না তাহলে টাকার প্রমান থাকবে বিশ্বস্ত মানুষের বিশ্বাসঘাতকতা সয্য করা খুবই কঠিনগত রমজানে আমার দেশে যাওয়ার কথা ছিল স্ত্রীর সাথে যোগাযোগ বিচ্ছিন্ন হওয়ায় আর দেশে যাওয়া হয়নি,0
হে আল্লাহ তুমি তুরস্ক সিরিয়ার মুসলিম ভাইবোনদের এবং সবাইকে হেফাজত করো আমিন,0
ভালোই হয়েছে আজ কোটি কোটি টাকার সম্পদ হাড়িয়ে চিৎকার করে দুনিয়া কাঁপাচ্ছ অথচ এদেশের ৯৮ ব্যাবসায়ী বা ব্যবসায়িক সংগঠন গুলো নিজ প্রতিষ্ঠানে অগ্নিনির্বাপণের জন্য প্রাথমিক নিরাপত্তা নিশ্চিত করতে চার আনা টাকাপয়সাও কোনদিন খরচ করে না অপরদিকে সরকারও এইসব ঝুঁকি এড়াতে উপযুক্ত কোন পদক্ষেপ গ্রহণ বা বাস্তবায়ন করে না বিঃদ্রঃ সরকার এখন তড়িঘড়ি করে একটা তদন্ত কমিটি গঠন করে দায় সারবে যে কমিটি বরাবরের মতোই তোতাপাখির ভূমিকা পালন করে যাবে,5
হেফাজতে থাকুক সবাই,0
যত নোংরামি আর জওরমি শুরু হবে,4
আব্দুল মমিন সাহেবকে বলতে চাই ইলিশ মাছ আমাদের দেশে জাতীয় মাছ এই মাসে খাবার দিতে হয় না পানি দিতে হয় না কীটনাশক দিতে হয় না এই মাছ কেন দেড় হাজার টাকা কেজি,0
১৮ কোটি মানুষ চাই নতুন নির্বাচন শুধু আওয়ামিলীগ এর ছাড়া,3
এই একি কাজ সরকার করলে খরছ হইতো ১০ কোটি টাকাএটার নাম বাংলাদেশ,3
আসলে আমার মনে হয় এই লোকটার মাথা ঠিক নেই,5
অবৈধ আওয়ামীলীগ সরকার বাংলাদেশের জনগণ আর চায় না দিনের ভোট রাতে করে ভোটের অধিকার প্রতিষ্ঠিত করবেন শুনলে হাসি পায়,3
ও একটা পাক্কা সয়তানপতন হউক ওর,5
হে গোল আলু জাতীয় পার্টি তোমারা কিছু সংখ লোক দেশের মানুষের খতি করছৌ তোমাদের মুল্য দিতে হবে,3
আর সময় নেই এখন সাধারণ মানুষকে মাঠে নামতে হবে,0
এইসব খুনিদের যদি ফাঁসি দেওয়া হয় তাহলে এইসব কাজ করার আগে মানুষ আরো দুইবার ভাববে আমি চাই তার ফাঁসি হোক,0
সময় টিভি কষ্ট পেয়েছে,0
কিন্তু ভারতকে আমরা গুরুত্ব মনে করি না,0
আমরা যানি এইডা যে আওয়ামী টিভি তার প্রমান আর দিতে হবে না,3
আমি কলেজের শিক্ষকতা ছেড়ে এখন গার্মেন্টসে আছি কারণ আমি আমার দেশটাকে চিনি,5
সব পাগল হইয়া গেছে,5
জিয়ার রহমান শেখ মুজিবুর রহমান কে না বাছিয়ে মেরে আরেকটা দল গটন করলো জিয়া দানের দল বানালো জিয়া জাদু,5
বিচার চাই দয়া করে,0
চোর বললে ভুল হবে বড়ো ডাকাত,5
চামচা হতে গেলেও নূন্যতম লজ্জা বোধ থাকা দরকার,0
আপনাদের জন্য আছে সিঙ্গাপুর থাইল্যান্ড ভারতগরীব জনগন কেবল প্রতারিত হচ্ছেন প্রায় ১০ হাজার ভুয়া চিকিৎসক বিদ্যমান দেখারও কেউ নেই এদের হাতে লাখো নিরপরাধ মানুষের মৃত্যু হচ্ছেনিঃশ্ব হচ্ছেআপনারা দেখেও না দেখার ভান করছেন,0
তুই কোন ধরনের নায়িকা তোকে জুতা মারা দরকার কিসের অভিনেত্রী তুই বেয়াদপ মেয়ে আংগুল কেন দেখাচ তোকে কেউকি আংগুল দিচে,5
পাতি নেতা উবাইদুল কাদির,5
আবুধাবিতে ৯০ হুন্ডি ব্যাবসায়িকবড় ক্ষতির করন আর বিকাশের কারণ বিকাশ টা আমার মতে পুরো টা সরকারের আওতায় আনা দরকার তার পরে কিছু টা হলেও কাজে আসবে,5
সন্ত্রাসী দেরকে আইনের আওতায় আনা হবে,0
এই আরাফাত আওয়ামী দালাল রাতের ভোটের গডফাদার,3
এই গদাদের খেলা দেখে বড় হয়েছি আর এখন এই গদার ক্রিকেটের অভিভাবক আকরামের পেট আজও কমলো না,5
৫০০ টাকা করা উচিত এরা আজীবন শ্রমিকদের রক্ত চুষে খেলকিন্তু তাদেরই দাম দিলো না,5
বাংলাদেশ ক্রিকেট টিমে সোহান শান্ত না খেলেও কিছু যায় না শান্ত তো হচ্ছে আলটাইম প্রতিবন্ধী খেলোয়াড় আর সোহানের কিছু নাই বললাম,5
তেহেরিক মস্কো রোশ বালছাল কত নাম টিভি চ্যানেল দেখি ডিরেক্ট দেশের নাম বললে কি হয়,4
এ উদ্যোগ ভালো,0
যারা দেশের বড় বড় দায়িত্বে থাকে তাদের প্রত্যেককে পবিত্র কোরআন শরীফ বুকে মাথায় লাগিয়ে শপথ করিয়া দায়িত্ব দেওয়া উচিত যাতে উল্টাপাল্টা কথাবার্তা কাজকর্ম কারো মুখে না আশে,1
এ কেমন গরম রে বাবা পিছনেও বাকা হইলোনা সামনেও বাকা হইলোনা শুধু ঐ জায়গা টায় বাকা হইলোআমার মনে হয় পূরা রেললাইনের শুধু ঐ জায়গাটায় রোদ পড়েছেআর কোন জায়গায় রোদ পড়ে নাই,0
একটা হলে এরপর পরীক্ষা নিরীক্ষা করার কথা বলে এর আগে এসব ব্যবস্থা নেওয়া হয় না কেন,0
সময় দালালের অন্তরভুক্ত,5
মনে হচ্ছে মদ্যপায়ী হয়ে এইমাত্র ঘুম থেকে উঠে এসেছে এইগুলো আবার মন্ত্রীর দায়িত্ব পালন করে,5
মালাঊন শুয়োরেরবাচ্চা কমল দের ফেক নিঊজ কারণ আরাকান আর্মির দখলে মিয়ানমারের সীমান্ত,4
নেশা টেকবাজের শহর ময়মনসিংহ,0
ইউ কেন হামলা করলে জেলনেস্কি বলে এটা ইউক্যান এর সফলতা আর রাশিয়া হামলা করলে বলে সন্ত্রাসী হামলা শালারপুত জেলনেস্কী ভন্ড তোর কারনে সাধারণ জনগণ কষ্ট করে সারা পৃথিবীর মানুষ খানায় কষ্ট করবে,3
সমস্যা নেই কেনো এরা সরকারি বন্ধু লাশ না দিলে ও কোনো সমস্যা নেই করণ এটা ডিজিটাল বাঙ্গাদেশ,0
নেতার মাথা ঠিক নাই,0
এই প্রতিবেদন কি রাশিয়া নিয়ে ছিল নাকি বাংলাদেশ নিয়ে ছিল ভাই,0
কি প্রমাণ করছো ভাতিজার পোলা বেগম পাড়া কয়টা বাড়ি আছে তোমার এটা নিয়ে প্রমাণ করছো,0
শিক্ষা প্রতিষ্ঠানে কমিটি প্রথা বিলুপ্ত করা হোক,0
নাম্বারটা রাজনীতির চাল ভাই দেশের রাজনীতির কারণ শেখ হাসিনার চায় দেশ একটা যুদ্ধ হোক সে শেখ হাসিনার পাওয়ার চাই এজন্য এমপি কি বলেছিলে মনে আছে,3
আমি তো অবাক আমেরিকার মতো দেশে ই ভিএম নেই তাদের টাকার ধরকার হলে আমাদের শেখ হাসিনা জানালেই তো পাঠাই দিতো বুঝেগেছি আমরা আমেরিকা থেকে ও শক্তিশালী আমাদের পররাষ্ট্রমন্ত্রী,3
এই দুনিয়ায় খমতা চিরস্থায়ী নয় ফেরাউন নমরুদ আবু জাহেল সব জালিমের পতনের ইতিহাস পড়েছি,0
এদের প্রকাশ্যে ফাঁসি দেওয়া হোক তাহলে বুঝতে পারবে হাসি কেমন লাগে,5
কি বুঝলেন স্বাধীন বিচার ব্যবস্থা কাকে বলে যতোই গাল মন্দ করিনা কেনো শিখতে হবে তাদেরই নিকট তাই পাগলের ন্যায় মাইক ফাটিয়ে লাভ নেই,0
আমাদের পাপন দাকে জুতার মালা গলায় পরিয়ে ঢাকা শহরে গুরালেও পদ ছাড়তে রাজি হবে না,5
যোগ দেয়া উচিৎ বলে মনে করি ধন্যবাদ আপনাকে,0
এইটা তার অরজিনিয়ার আইডি নয় বোকাচোদারা,4
ভালো একটা কাজ করেছ এখন পাঁচ বছর ঘুমাও নাকে তেল দিয়া,0
বুচ্চি পুলিশের পেদানী খায় গোঠা তৃণমুল হাগিমুতি রাজপথ বরবাদ করি ছাড়বেন,5
সাধারণ জনগণের জুতা দিয়ে পিটানো উচিত শুয়োরের বাচ্চা গুলোকে কুত্তার বাচ্চারা বাংলাদেশের ক্রিকেটটাকে ধ্বংস করে ফেলছে কুকুরের বাচ্চাগুলো ক্রিকেটের নামে কোটি কোটি টাকা ব্যাঙ্ক ব্যালেন্স বানিয়ে নিয়েছে আর এখন বাপের সম্পত্তি মনে করে যাকে খুশি তাকে খেলতে নিয়ে নেয় সে পারুক বা নাই পারুক,4
পর্তুগালের সার্পোট আর করবো না যার জন্য পর্তুগালের সার্পোট করি সেই কে বাদ দেই বালের কোচ,4
ওই ভাইয়ার নোট টা চাই,0
মেয়েরা ৮ টা খাইছে ছেলেরা হলে ১৬ টা খাইতো,0
টিনে মরিচা পড়ে নষ্ট হয়ে যাবে,0
বাংলাদেশ জিন্দাবাদ বাংলাদেশ ক্রিকেট খেলে শুধু ঘোরার জন্য,0
হাস্যকর৫ টাকা লোক দেখানোর জন্য কমিয়ে আবার ৫০ টাকা ১ রাতেই বাড়ানোর ধান্দা,5
তিন চাকার গাড়ি গুলোকে বন্ধ করা হক,0
এই ধরনের টেক্সট কেনই বা দেওয়া লাগবে এইসব ক্লাসে এগুলা তো পরিবেশ কালে দেখে শিখে এসেছেআগে তো ছিলো না কোন পাঠ্যবইয়ে তখন কি কোন বিতর্ক ছিলো পুরনো কোন লেখক বা কবির কোন গল্প কবিতা নেই এগুলো ভবিষ্যৎ প্রজন্ম এর জন্য অশনিসংকেত বহন করে,5
আল্লাহ আপনি বরিশাল বাসীদের কে হেফাজত করুন আমিন,0
কেয়ামতের আলামত প্রকাশ্য,0
সব বিরানি বক্ত,5
যুক্তরাষ্ট্রো একটি সনএাসী দেশ ওই দেশে মানুষের নিরাপত্তা নাই,5
বাংলাদেশের টেলিভিশন চ্যানেল গুলো একদম ফালতু হয়ে গেছে খবরের মাঝখানে ও বিজ্ঞাপন,5
হারাম হারাম হারাম এই সব কাজ গুলো সবকিছু হারাম নাউজুবিল্লাহ মিন জালে,1
চিন জা করতে চায় তাকে করতে দাও তাকে বাধা দিওনা,0
ভোটের বেলায় শুধু তাদের প্রায়োরিটি আছে অর্থের বেলায় তাদেরকে জনপ্রতিনিধিরা গণনাতেও ধরেন না,0
এই খানকির পোলাদের জন্য দেশের এই অবস্থা খেলার ভিতরে ও রাজনীতি চোদ্দাও মাদার চোদ সব বিসিবি গুলো,4
ব্রাহ্মণবাড়িয়াতে সবকিছু দাম,0
পাঠাকে সবাই পূজা করা হবে,0
মুসলিমরা কখনোই ঐক্যবদ্ধ নয়,0
সালমান শাহ্ কে মেরে ফেলা হয়েছে ভাই সে আত্মহত্যা করার মনের মানুষ ছিলেন না আমি ওকে চট্টগ্রামে দেখেছি কিন্তু আল্লাহ সব জানেন ইনশাআল্লাহ বিচার একদিন হবেই,5
ইনশাআল্লাহ আল্লাহ আপনার ভালো করুক,0
ভূতের মুখে রাম রাম ও না কি করবে বাংলার উন্নয়নের কাজ,0
পাইলে তর হেডা দিয়ি লাঠি দিমু সালি,4
এট না দিলে হয় না,0
কি তামাশা করছে ক্ষমতায় রাখার জন্য এই সরকারকে,3
আল্লাহ হু আকবার ইসলাম জিন্দাবাদ ফি আমানিল্লাহ আল্লাহ জেন সহায়ক হয় ইনশাআল্লাহ,0
দুর হালার পো হালা,4
ইতা কোনো নিউজনি বেডা মনে হচ্ছে কাউকে খুশি করার জন্য নিউজটা করেছেন,5
ইন্ডিয়া কিছু বলার নাইকারন বাংলাদেশের যত শত্রু আছেতার থেকেও বড় শত্রু,5
আমরা সবাই পন্ডিতে টাকা পাঠাবো আমরা কষ্ট করে প্রবাসীরা টাকা পাঠায় হাসিনা গুন্ডা পান্ডারা সব টাকা নিয়ে আমেরিকা সিঙ্গাপুর নিয়ে বাড়িতে গাড়ি কিনতেছে,5
এবং বিএনপি র টাকা খাওয়া চামচা বাংলার দুস্টক্ষত,3
টাকার রেট বাড়ান তাহলে আমরা বিদেশ থেকে টাকা পাঠাবো,0
আাহারে ইন্ডিয়ার দালাল গুলাআসল কথা না বুঝেই খুশিতে ধুতি খুলে ফেলছেসাথে কিছু লুঙ্গি পরা চাটার দল ভারত সরকার জাল নোট নিয়ন্রন করতে ব্যর্থ হওয়ায় ২হাজারের নোট বাতিল করছে,5
এখন বলো সাপের ফাসি চাই,0
আমরা কি এতই বোকা দাদাকে চোদন শিখাও,4
জয় বাবা পাপনের জয়,0
সাংবাদিকদের কি মুখ নাই,0
বিএনপির নামে আওয়ামী লীগের কর্মি ফকরুল,5
সব এই মাগির দোষএর জন্য নিজের দেশের মানুষ বিপদে,4
যেমন দেশ তেমনি দেশের সাংবাদিক,5
বাংলাদেশের নারী ফুটবলকে হিমালয় জয়ের রুপকার এই ছোটন ভাইআপনাকে স্যালুট সানজিদা রুপ গুন আর সেরা পারফরম্যান্সের সাথে সুন্দর করে বাংলায় কথা বলাটাও রপ্ত করতে হবে,0
ফালায় থুইলে চেডের বাল দরতে গেলে কোম্পানির মাল,4
ভালো ডিসিসোন তবে গরিবের উপর জুলুম বন্ধ করুনআমরা চালাই কি ১টা২টা ফেন লাইট আর ফ্রিজ আমাদের জন্য ভাববেন,0
হেটার আইন না কি একজন মানুষ মারা গেছে অথচ পুলিশ বলে অভিযোগ পেলে আইনি ব্যবস্থা নেওয়া হবে,4
জনগণের টাকা কিভাবে নষ্ট করতে হবে সেটা সরকার ও তাদের আমলারা ভালো করে যানে কি বলবো কিছু বলার নাই যাতির কাছে,5
প্রিয় একজন ব্যাক্তি বাংলাদেশে এমন কেউ নাই মনে হয় যে উনাকে পছন্দ করে না,0
বিচারক নিয়োগ দেওয়া উচিত বিচারক সংকট দেশে,0
মারিয়াপোল দখল চাই,0
কুকুরের প্রতি অত্যাচার করছে,5
রাশিয়ার সাথে যুক্ত হয়েছে ইজরাইল তারাই পুরো পৃথিবীকে রাজত্ব করতে থাকবে আস্তে আস্তে,5
সবাই প্রথম আলো বেশী বেশী করে পড়ুন আর নির্লজ্জ দালাল সময় টিভি কে বয়কট করুন,5
আগামী জাতীয় নির্বাচন উপলক্ষে মাননীয় প্রধানমন্ত্রী শেখ হাসিনা জনপ্রতিনিধ পরামর্শ দিবেন সরকার প্রধান আগামী জাতীয় নির্বাচনের দিকনির্দেশনা দিবেন,0
সময় টিভির সময় ফুরিয়ে আসতেছে সামনে,0
জেলেন্সকি তোমার খবর আছে,5
মিয়ানমারের রাষ্ট্রদূতকে বহিষ্কার করা উচিত,5
খুব ই ভালো,0
আইন অনুযায়ী ভেবসতা নেওয়া হোক,0
মূর্খের মতো কাংলুরা হিংসায় জ্বলছে আর উলটা পালটা কমেন্ট করছে নিজেদের নাই হেডার যোগ্যতাও,4
সাংবাদিক নামের সাংঘাতিকরা এই ঘূর্ণিঝড়কে আরো দৃঢ় করে ও বড় করে জনসাধারণের মধ্যে বিভ্রান্তি সৃষ্টি করতাছে,5
ঘন্টার পথ মিনিটে এই কথা বলে আপনারা নিজেদের বকাচোদা পরিচয় দিচ্ছেন মিনিট এর পথ যেতে ঘন্টা লাগে এটা দেশের ব্যর্থতা,0
ওরে বাটপার তোরা দিনে দুপরে ডাকাতি করবি আর ভরিতে ১০০০০ টাকা বেশি নিবি আর আর ৬০ ভেজাল দিবে আর প্রবাসীদের বিরুদিতা করবি,5
